customer_id,amount,payment_method,failure_reason,previous_payments,previous_successes,previous_failures,previous_recovery,customer_tenure_months,average_payment_amount,retry_count,intervention,recovery_outcome
C12803,1791.5,Card,Bank Declined,7,0,7,No,29,1100.14,2,No Action,Not Recovered
C12804,3705.89,UPI,Insufficient Funds,6,1,5,No,22,3272.44,2,No Action,Not Recovered
C12805,965.89,UPI,Technical Error,6,5,1,Yes,33,872.69,3,No Action,Recovered
C12806,3750.22,Wallet,Bank Declined,8,8,0,No,8,2481.81,1,Reminder,Recovered
C12807,2054.12,Card,Insufficient Funds,5,5,0,Yes,32,2570.42,2,No Action,Recovered
C12808,8319.54,Card,Bank Declined,15,4,11,Yes,23,7691.2,2,No Action,Not Recovered
C12809,2577.09,UPI,Bank Declined,7,5,2,Yes,5,2556.32,0,Reminder,Not Recovered
C12810,3643.27,UPI,Bank Declined,3,0,3,No,31,2957.24,0,No Action,Not Recovered
C12811,2405.72,UPI,Temporary Failure,10,3,7,No,29,2427.87,1,No Action,Not Recovered
C12812,16076.77,UPI,Temporary Failure,3,3,0,No,6,19507.31,3,No Action,Not Recovered
C12813,3093.49,Card,Temporary Failure,14,14,0,Yes,25,4098.71,2,No Action,Not Recovered
C12814,17328.28,Card,Bank Declined,3,1,2,No,25,23851.05,1,No Action,Not Recovered
C12815,7672.29,Card,Authentication Failure,1,0,1,No,31,7222.53,3,No Action,Not Recovered
C12816,5882.3,UPI,Insufficient Funds,1,0,1,No,14,8188.32,0,Payment Link,Not Recovered
C12817,5372.43,Card,Temporary Failure,19,16,3,Yes,17,4491.16,2,No Action,Recovered
C12818,5481.24,UPI,Technical Error,4,2,2,Yes,16,3319.33,2,No Action,Recovered
C12819,855.69,UPI,Technical Error,2,0,2,No,28,1038.89,3,No Action,Recovered
C12820,3200.12,Wallet,Authentication Failure,11,0,11,No,9,2376.88,1,No Action,Not Recovered
C12821,7864.99,Card,Bank Declined,12,4,8,Yes,2,5049.04,2,No Action,Not Recovered
C12822,3846.55,Card,Authentication Failure,13,4,9,Yes,4,5151.33,2,No Action,Not Recovered
C12823,1299.71,UPI,Temporary Failure,16,12,4,Yes,20,1603.13,0,Retry,Recovered
C12824,3835.77,Wallet,Temporary Failure,16,4,12,No,36,2616.5,1,No Action,Not Recovered
C12825,15636.04,Card,Temporary Failure,19,4,15,No,6,19099.86,0,No Action,Not Recovered
C12826,10846.12,NetBanking,Technical Error,20,11,9,No,1,13830.97,3,No Action,Recovered
C12827,3806.43,UPI,Temporary Failure,20,1,19,No,3,5040.63,3,No Action,Not Recovered
C12828,8563.03,Wallet,Insufficient Funds,9,6,3,No,3,8862.35,1,Payment Link,Not Recovered
C12829,2983.48,NetBanking,Insufficient Funds,16,15,1,Yes,33,3468.98,0,Payment Link,Not Recovered
C12830,1023.47,NetBanking,Insufficient Funds,7,0,7,No,15,1238.19,3,No Action,Not Recovered
C12831,1909.27,UPI,Authentication Failure,13,13,0,Yes,4,2197.4,1,Reminder,Recovered
C12832,13965.71,UPI,Temporary Failure,4,4,0,No,15,15606.22,3,No Action,Recovered
C12833,3212.66,UPI,Insufficient Funds,13,11,2,Yes,7,3334.89,2,No Action,Recovered
C12834,3292.3,UPI,Technical Error,8,5,3,No,4,3237.5,2,No Action,Not Recovered
C12835,3146.92,NetBanking,Temporary Failure,2,0,2,No,3,4395.93,1,No Action,Recovered
C12836,18349.52,UPI,Bank Declined,7,2,5,No,23,15964.97,3,No Action,Not Recovered
C12837,14688.45,UPI,Technical Error,11,9,2,Yes,14,9850.3,1,Retry,Recovered
C12838,23601.7,UPI,Authentication Failure,17,16,1,Yes,6,28605.96,1,Reminder,Recovered
C12839,3522.1,UPI,Authentication Failure,14,14,0,Yes,33,2715.75,1,Reminder,Recovered
C12840,5067.23,UPI,Insufficient Funds,13,8,5,No,9,5199.76,2,No Action,Not Recovered
C12841,1188.84,NetBanking,Bank Declined,15,8,7,Yes,12,804.42,1,No Action,Recovered
C12842,13037.66,Card,Temporary Failure,9,0,9,No,35,14281.81,2,No Action,Recovered
C12843,1571.56,UPI,Temporary Failure,3,3,0,No,31,2129.79,2,No Action,Recovered
C12844,4757.46,UPI,Temporary Failure,13,7,6,No,3,5605.07,3,No Action,Not Recovered
C12845,1662.72,UPI,Insufficient Funds,13,1,12,No,36,1283.0,1,Payment Link,Not Recovered
C12846,2497.28,UPI,Authentication Failure,9,7,2,No,13,3438.53,3,No Action,Recovered
C12847,2047.22,Card,Insufficient Funds,18,12,6,Yes,13,1731.27,2,No Action,Not Recovered
C12848,2459.59,Card,Bank Declined,5,3,2,No,34,2334.87,1,Reminder,Not Recovered
C12849,2598.66,Card,Insufficient Funds,11,8,3,Yes,21,2594.75,2,No Action,Recovered
C12850,2579.72,Card,Insufficient Funds,2,0,2,No,34,3592.45,1,Payment Link,Not Recovered
C12851,7790.94,UPI,Authentication Failure,17,13,4,Yes,28,5103.95,1,Reminder,Recovered
C12852,1652.69,Wallet,Temporary Failure,20,0,20,Yes,35,1912.79,0,No Action,Recovered
C12853,4771.82,NetBanking,Bank Declined,4,0,4,Yes,14,4244.75,3,No Action,Not Recovered
C12854,10597.96,Wallet,Insufficient Funds,18,3,15,No,18,7022.85,0,Payment Link,Not Recovered
C12855,2653.12,UPI,Temporary Failure,20,11,9,No,19,3576.47,1,No Action,Not Recovered
C12856,2252.32,Wallet,Insufficient Funds,8,7,1,No,19,2414.23,0,Payment Link,Recovered
C12857,3326.35,NetBanking,Technical Error,19,13,6,Yes,33,4000.98,2,No Action,Recovered
C12858,10278.71,NetBanking,Temporary Failure,12,8,4,No,35,8143.91,1,Reminder,Recovered
C12859,4671.97,UPI,Temporary Failure,11,2,9,No,20,5649.5,1,No Action,Not Recovered
C12860,2615.15,Card,Temporary Failure,16,5,11,No,29,3302.36,1,No Action,Not Recovered
C12861,5890.82,Wallet,Technical Error,5,2,3,No,8,5564.84,0,No Action,Not Recovered
C12862,1656.09,Card,Technical Error,3,0,3,No,25,1751.42,3,No Action,Not Recovered
C12863,6899.04,Card,Bank Declined,12,9,3,Yes,17,9503.41,3,No Action,Not Recovered
C12864,5546.57,Wallet,Insufficient Funds,15,5,10,No,1,7085.1,3,No Action,Not Recovered
C12865,3126.92,UPI,Authentication Failure,16,2,14,No,30,2988.96,0,No Action,Not Recovered
C12866,2045.06,Card,Technical Error,13,13,0,Yes,28,2314.31,2,No Action,Not Recovered
C12867,1967.87,Card,Technical Error,7,5,2,Yes,33,2415.33,0,Retry,Recovered
C12868,6135.85,Wallet,Technical Error,15,3,12,Yes,13,3800.93,3,No Action,Recovered
C12869,10691.82,UPI,Bank Declined,3,1,2,No,24,11447.65,0,No Action,Not Recovered
C12870,2402.35,Card,Insufficient Funds,12,11,1,Yes,22,3333.56,2,No Action,Not Recovered
C12871,5771.91,Card,Authentication Failure,8,3,5,Yes,13,7836.78,1,No Action,Recovered
C12872,753.27,NetBanking,Authentication Failure,12,3,9,No,12,953.6,1,No Action,Not Recovered
C12873,2505.78,Card,Temporary Failure,18,18,0,Yes,7,1716.39,3,No Action,Recovered
C12874,3901.84,Wallet,Temporary Failure,3,1,2,No,36,5443.98,3,No Action,Not Recovered
C12875,1931.98,Wallet,Authentication Failure,12,0,12,No,29,2101.28,2,No Action,Not Recovered
C12876,1890.97,UPI,Temporary Failure,2,0,2,No,29,1471.79,0,No Action,Recovered
C12877,2344.5,UPI,Authentication Failure,14,10,4,Yes,26,2671.36,2,No Action,Not Recovered
C12878,5053.34,UPI,Insufficient Funds,14,9,5,No,27,6494.65,2,No Action,Not Recovered
C12879,3443.3,UPI,Temporary Failure,4,2,2,No,24,2375.4,1,No Action,Not Recovered
C12880,667.45,Card,Temporary Failure,17,11,6,Yes,31,889.81,0,Reminder,Recovered
C12881,733.25,Wallet,Temporary Failure,15,2,13,No,7,979.74,1,No Action,Not Recovered
C12882,2461.58,NetBanking,Temporary Failure,16,16,0,No,17,1503.46,1,Retry,Recovered
C12883,5768.68,UPI,Insufficient Funds,5,4,1,Yes,33,7616.13,2,No Action,Not Recovered
C12884,444.1,UPI,Technical Error,17,15,2,Yes,34,602.85,1,Retry,Recovered
C12885,2681.86,Card,Authentication Failure,7,7,0,Yes,18,1689.98,3,No Action,Not Recovered
C12886,2625.56,Card,Insufficient Funds,15,13,2,Yes,5,2193.22,3,No Action,Not Recovered
C12887,12145.57,UPI,Bank Declined,17,5,12,No,1,10912.62,1,No Action,Not Recovered
C12888,2939.61,NetBanking,Bank Declined,12,2,10,Yes,7,2584.25,1,No Action,Recovered
C12889,5434.05,Wallet,Bank Declined,11,5,6,No,34,6560.0,0,No Action,Recovered
C12890,4478.55,UPI,Bank Declined,19,11,8,No,3,3970.16,3,No Action,Not Recovered
C12891,727.49,NetBanking,Temporary Failure,11,3,8,No,36,993.22,0,No Action,Not Recovered
C12892,7395.41,UPI,Temporary Failure,2,1,1,No,35,10323.95,1,No Action,Not Recovered
C12893,4752.22,Card,Temporary Failure,15,10,5,Yes,12,4055.81,3,No Action,Not Recovered
C12894,6006.9,Card,Temporary Failure,5,2,3,No,15,6049.19,2,No Action,Not Recovered
C12895,50000.0,UPI,Technical Error,18,0,18,Yes,4,52308.23,2,No Action,Not Recovered
C12896,755.03,Wallet,Temporary Failure,16,15,1,Yes,33,802.99,1,Retry,Recovered
C12897,15895.75,Card,Authentication Failure,4,0,4,No,16,14296.12,0,No Action,Not Recovered
C12898,3178.27,Card,Authentication Failure,10,4,6,No,29,2329.02,2,No Action,Recovered
C12899,5033.71,UPI,Authentication Failure,2,0,2,No,6,3239.94,2,No Action,Not Recovered
C12900,3856.98,UPI,Authentication Failure,15,4,11,Yes,23,2642.34,3,No Action,Not Recovered
C12901,2848.82,UPI,Temporary Failure,4,3,1,Yes,13,3763.39,0,Retry,Not Recovered
C12902,2535.59,Card,Bank Declined,16,7,9,No,1,2090.09,0,No Action,Not Recovered
C12903,5206.47,Card,Temporary Failure,7,4,3,No,12,3443.86,2,No Action,Not Recovered
C12904,1188.34,UPI,Technical Error,12,4,8,No,27,1305.78,1,No Action,Not Recovered
C12905,7291.85,Card,Authentication Failure,3,0,3,No,25,4814.41,2,No Action,Not Recovered
C12906,2867.21,Card,Authentication Failure,17,6,11,No,22,1881.01,0,No Action,Not Recovered
C12907,1619.7,Card,Insufficient Funds,9,3,6,Yes,34,1777.23,3,No Action,Recovered
C12908,2790.68,Card,Technical Error,8,4,4,No,18,2994.72,0,No Action,Not Recovered
C12909,10935.49,Wallet,Temporary Failure,6,4,2,No,16,6924.15,3,No Action,Not Recovered
C12910,2606.55,Card,Temporary Failure,15,5,10,No,29,2524.14,3,No Action,Recovered
C12911,5328.43,Card,Technical Error,10,6,4,No,30,5054.63,3,No Action,Recovered
C12912,2228.95,UPI,Insufficient Funds,6,2,4,Yes,30,2312.2,0,Payment Link,Not Recovered
C12913,7334.81,UPI,Authentication Failure,15,1,14,Yes,20,8730.45,0,No Action,Not Recovered
C12914,6921.97,UPI,Temporary Failure,14,14,0,No,22,5719.21,1,Retry,Not Recovered
C12915,17552.24,Card,Authentication Failure,19,0,19,No,34,16608.35,2,No Action,Not Recovered
C12916,3475.86,UPI,Insufficient Funds,13,11,2,No,4,4289.89,0,Payment Link,Not Recovered
C12917,6829.27,UPI,Technical Error,14,2,12,No,31,9137.87,3,No Action,Recovered
C12918,4326.45,NetBanking,Technical Error,3,1,2,Yes,14,5680.88,0,No Action,Recovered
C12919,11279.55,UPI,Authentication Failure,4,3,1,Yes,8,11077.7,0,Reminder,Recovered
C12920,2250.67,UPI,Temporary Failure,14,0,14,No,5,2288.24,2,No Action,Recovered
C12921,7259.41,UPI,Authentication Failure,14,3,11,No,8,7428.44,0,No Action,Recovered
C12922,3423.07,NetBanking,Temporary Failure,8,5,3,No,11,4432.78,3,No Action,Not Recovered
C12923,3799.78,UPI,Temporary Failure,10,4,6,No,29,4833.14,2,No Action,Not Recovered
C12924,4304.65,Card,Insufficient Funds,9,3,6,No,21,3655.62,1,Payment Link,Not Recovered
C12925,4894.38,Card,Technical Error,14,6,8,No,13,3574.27,3,No Action,Not Recovered
C12926,3644.84,Card,Insufficient Funds,8,5,3,Yes,19,3291.95,3,No Action,Recovered
C12927,4749.62,Card,Technical Error,11,2,9,No,3,3945.63,0,No Action,Not Recovered
C12928,14136.91,NetBanking,Technical Error,10,8,2,No,34,19235.03,1,Retry,Not Recovered
C12929,8799.14,UPI,Temporary Failure,18,14,4,No,19,7151.35,2,No Action,Recovered
C12930,8017.43,UPI,Authentication Failure,4,4,0,No,32,5972.71,1,Reminder,Not Recovered
C12931,2778.37,UPI,Temporary Failure,4,4,0,Yes,36,3666.29,0,Retry,Not Recovered
C12932,1963.84,UPI,Authentication Failure,12,9,3,Yes,14,1314.17,1,Reminder,Recovered
C12933,8589.45,UPI,Insufficient Funds,18,0,18,No,7,6942.1,3,No Action,Not Recovered
C12934,8061.76,UPI,Bank Declined,8,5,3,No,20,7669.06,3,No Action,Not Recovered
C12935,12993.26,Card,Insufficient Funds,3,0,3,No,32,13981.86,1,Payment Link,Not Recovered
C12936,2467.26,Card,Temporary Failure,18,11,7,Yes,31,2127.12,1,Reminder,Recovered
C12937,3328.94,UPI,Insufficient Funds,7,0,7,Yes,22,3318.91,3,No Action,Not Recovered
C12938,1077.57,Card,Temporary Failure,1,0,1,No,5,817.95,1,No Action,Not Recovered
C12939,2922.14,UPI,Temporary Failure,13,1,12,No,31,3095.77,3,No Action,Not Recovered
C12940,8877.77,UPI,Temporary Failure,3,3,0,Yes,15,8223.07,1,Retry,Not Recovered
C12941,2754.12,Card,Insufficient Funds,3,1,2,No,17,3523.64,2,No Action,Not Recovered
C12942,6677.06,UPI,Technical Error,15,7,8,Yes,19,6226.94,2,No Action,Recovered
C12943,3434.57,UPI,Bank Declined,19,13,6,Yes,10,3280.19,0,Reminder,Not Recovered
C12944,5183.81,UPI,Authentication Failure,4,4,0,Yes,34,5566.06,3,No Action,Recovered
C12945,1597.02,Wallet,Bank Declined,13,5,8,No,25,1115.58,2,No Action,Not Recovered
C12946,4282.18,Card,Bank Declined,13,1,12,No,28,3106.45,3,No Action,Not Recovered
C12947,365.45,UPI,Bank Declined,15,10,5,Yes,15,450.3,2,No Action,Not Recovered
C12948,3444.5,NetBanking,Insufficient Funds,19,10,9,No,20,2820.13,0,Payment Link,Not Recovered
C12949,1085.36,Card,Bank Declined,16,2,14,No,13,1245.73,3,No Action,Not Recovered
C12950,10497.0,Card,Temporary Failure,7,5,2,Yes,20,7116.35,2,No Action,Recovered
C12951,7450.05,NetBanking,Authentication Failure,3,1,2,No,31,9368.27,3,No Action,Not Recovered
C12952,5810.29,UPI,Technical Error,20,15,5,Yes,18,8079.69,0,Retry,Recovered
C12953,13505.53,UPI,Temporary Failure,2,0,2,No,28,12140.83,0,No Action,Not Recovered
C12954,1872.29,Card,Technical Error,18,15,3,Yes,4,1880.57,2,No Action,Not Recovered
C12955,16186.62,Card,Temporary Failure,11,8,3,Yes,24,15444.78,1,Retry,Recovered
C12956,8432.11,Card,Temporary Failure,1,0,1,Yes,9,11091.18,0,No Action,Recovered
C12957,3310.34,Card,Temporary Failure,16,9,7,Yes,32,2012.51,1,No Action,Recovered
C12958,9922.36,Wallet,Technical Error,17,16,1,Yes,32,11140.5,0,Retry,Recovered
C12959,1650.8,Wallet,Technical Error,16,16,0,Yes,21,1852.02,2,No Action,Recovered
C12960,2068.21,NetBanking,Technical Error,10,9,1,Yes,27,1873.61,1,Retry,Recovered
C12961,2458.18,NetBanking,Temporary Failure,17,7,10,No,36,1906.24,3,No Action,Recovered
C12962,2619.84,Wallet,Bank Declined,3,2,1,Yes,8,2074.25,0,Reminder,Recovered
C12963,1717.81,UPI,Technical Error,18,13,5,Yes,19,2130.72,2,No Action,Recovered
C12964,10641.49,UPI,Temporary Failure,19,17,2,Yes,29,6947.64,3,No Action,Recovered
C12965,3251.81,Card,Bank Declined,14,4,10,No,19,3417.85,1,No Action,Not Recovered
C12966,5303.14,NetBanking,Temporary Failure,2,2,0,No,5,4483.66,2,No Action,Not Recovered
C12967,2534.54,Card,Temporary Failure,12,1,11,No,22,2058.55,3,No Action,Not Recovered
C12968,932.22,Card,Insufficient Funds,11,9,2,Yes,35,936.5,2,No Action,Recovered
C12969,4964.64,UPI,Bank Declined,17,0,17,No,10,6544.83,1,No Action,Not Recovered
C12970,866.31,UPI,Temporary Failure,6,0,6,No,15,948.15,3,No Action,Not Recovered
C12971,3786.29,Card,Temporary Failure,19,17,2,No,2,4660.5,0,Retry,Not Recovered
C12972,1338.62,UPI,Temporary Failure,13,12,1,Yes,22,1446.44,0,Retry,Recovered
C12973,19611.48,UPI,Temporary Failure,7,2,5,No,35,22713.48,2,No Action,Not Recovered
C12974,8292.77,UPI,Temporary Failure,11,0,11,Yes,19,7844.35,0,No Action,Recovered
C12975,4353.14,UPI,Insufficient Funds,7,5,2,Yes,12,5836.63,1,Payment Link,Recovered
C12976,10993.01,Card,Bank Declined,13,6,7,No,34,11010.06,1,No Action,Recovered
C12977,2032.45,UPI,Insufficient Funds,13,8,5,No,20,2116.63,3,No Action,Recovered
C12978,6178.51,Card,Technical Error,1,1,0,Yes,7,6301.91,3,No Action,Recovered
C12979,4693.33,UPI,Technical Error,19,15,4,Yes,24,4003.18,3,No Action,Recovered
C12980,4940.72,NetBanking,Temporary Failure,19,10,9,No,3,3878.42,2,No Action,Recovered
C12981,11069.32,UPI,Temporary Failure,15,6,9,No,6,7295.43,2,No Action,Not Recovered
C12982,7187.1,Card,Authentication Failure,14,8,6,No,33,8441.54,1,No Action,Not Recovered
C12983,5039.33,Card,Temporary Failure,3,2,1,Yes,34,4189.8,1,Reminder,Recovered
C12984,1064.37,UPI,Temporary Failure,20,0,20,No,33,970.02,2,No Action,Not Recovered
C12985,1855.69,NetBanking,Temporary Failure,4,0,4,Yes,29,2479.1,3,No Action,Not Recovered
C12986,3625.99,Card,Bank Declined,7,1,6,No,23,3818.74,2,No Action,Not Recovered
C12987,4310.23,UPI,Bank Declined,1,1,0,No,4,2920.88,3,No Action,Not Recovered
C12988,1619.52,UPI,Authentication Failure,19,17,2,Yes,5,2007.7,1,Reminder,Recovered
C12989,27539.9,Wallet,Authentication Failure,3,2,1,No,34,22166.99,3,No Action,Not Recovered
C12990,13455.79,NetBanking,Insufficient Funds,20,13,7,Yes,16,14023.15,2,No Action,Not Recovered
C12991,6475.26,UPI,Insufficient Funds,15,11,4,Yes,3,6526.97,0,Payment Link,Not Recovered
C12992,4237.29,UPI,Temporary Failure,13,10,3,No,14,3349.42,1,Retry,Recovered
C12993,3375.45,NetBanking,Temporary Failure,14,7,7,No,33,2337.89,1,No Action,Recovered
C12994,1867.8,Card,Temporary Failure,7,4,3,Yes,28,1436.36,2,No Action,Recovered
C12995,4255.78,NetBanking,Temporary Failure,1,1,0,No,15,2884.87,2,No Action,Recovered
C12996,4916.01,UPI,Temporary Failure,13,3,10,No,4,4033.6,1,No Action,Recovered
C12997,1481.25,Card,Temporary Failure,4,2,2,Yes,20,2070.55,2,No Action,Not Recovered
C12998,5225.94,UPI,Insufficient Funds,12,12,0,Yes,25,4816.61,3,No Action,Recovered
C12999,3532.79,UPI,Authentication Failure,7,0,7,No,35,4561.22,3,No Action,Not Recovered
C13000,869.4,Card,Bank Declined,2,0,2,Yes,22,903.6,3,No Action,Not Recovered
C13001,2009.7,Wallet,Authentication Failure,17,14,3,No,35,2277.53,0,Reminder,Not Recovered
C13002,2873.15,UPI,Insufficient Funds,1,1,0,No,28,2083.26,2,No Action,Not Recovered
C13003,18109.64,Card,Insufficient Funds,14,14,0,No,10,14847.09,3,No Action,Not Recovered
C13004,6243.47,Card,Insufficient Funds,1,0,1,No,16,6295.63,1,Payment Link,Not Recovered
C13005,1374.25,Card,Temporary Failure,3,2,1,No,23,1793.28,3,No Action,Not Recovered
C13006,5901.01,NetBanking,Temporary Failure,11,6,5,No,19,3743.07,3,No Action,Recovered
C13007,1160.04,NetBanking,Authentication Failure,7,2,5,No,1,1166.46,2,No Action,Not Recovered
C13008,9510.98,UPI,Authentication Failure,9,4,5,No,1,6094.73,1,No Action,Not Recovered
C13009,2743.94,Wallet,Temporary Failure,3,3,0,Yes,26,2649.16,0,Retry,Not Recovered
C13010,3711.31,NetBanking,Temporary Failure,1,1,0,Yes,34,4093.93,1,Retry,Recovered
C13011,11552.84,NetBanking,Insufficient Funds,19,9,10,Yes,2,13814.64,3,No Action,Not Recovered
C13012,1428.41,Card,Temporary Failure,2,1,1,No,28,1015.35,0,No Action,Not Recovered
C13013,1308.13,NetBanking,Insufficient Funds,5,0,5,No,20,959.2,0,Payment Link,Not Recovered
C13014,2507.82,UPI,Temporary Failure,17,2,15,No,27,2447.76,0,No Action,Recovered
C13015,9179.73,UPI,Insufficient Funds,19,0,19,No,28,12837.2,0,Payment Link,Not Recovered
C13016,1186.27,NetBanking,Temporary Failure,5,5,0,Yes,31,1049.66,0,Retry,Recovered
C13017,415.02,UPI,Insufficient Funds,14,14,0,Yes,7,390.96,2,No Action,Not Recovered
C13018,2788.12,UPI,Temporary Failure,10,0,10,No,8,2637.44,3,No Action,Not Recovered
C13019,6219.48,NetBanking,Insufficient Funds,7,6,1,No,32,4133.22,0,Payment Link,Recovered
C13020,10448.97,NetBanking,Authentication Failure,8,4,4,No,11,12740.82,3,No Action,Not Recovered
C13021,2761.48,UPI,Insufficient Funds,8,5,3,Yes,26,2216.04,2,No Action,Not Recovered
C13022,2878.17,NetBanking,Authentication Failure,7,7,0,Yes,25,3347.12,2,No Action,Recovered
C13023,10068.53,Card,Technical Error,13,11,2,Yes,7,9867.88,2,No Action,Not Recovered
C13024,896.28,Card,Authentication Failure,14,2,12,No,20,976.43,1,No Action,Not Recovered
C13025,2931.39,NetBanking,Technical Error,19,13,6,Yes,30,1885.4,1,Reminder,Not Recovered
C13026,4658.22,UPI,Bank Declined,11,2,9,No,1,6111.46,0,No Action,Not Recovered
C13027,5729.74,UPI,Authentication Failure,2,2,0,Yes,18,4555.63,2,No Action,Recovered
C13028,2660.33,UPI,Temporary Failure,17,0,17,No,8,3022.34,1,No Action,Recovered
C13029,4111.74,Card,Insufficient Funds,6,4,2,Yes,29,5092.04,2,No Action,Not Recovered
C13030,546.42,Card,Authentication Failure,9,0,9,No,22,563.92,1,No Action,Not Recovered
C13031,2362.44,NetBanking,Technical Error,19,9,10,No,32,2055.01,2,No Action,Not Recovered
C13032,5749.43,NetBanking,Authentication Failure,5,2,3,Yes,14,7947.57,1,No Action,Recovered
C13033,1822.96,Card,Technical Error,9,5,4,Yes,2,1499.84,3,No Action,Recovered
C13034,4193.27,NetBanking,Authentication Failure,7,2,5,No,35,5698.36,0,No Action,Recovered
C13035,5718.99,UPI,Technical Error,4,2,2,No,7,4146.15,0,No Action,Not Recovered
C13036,3041.21,UPI,Technical Error,18,15,3,Yes,3,2771.69,3,No Action,Not Recovered
C13037,4584.43,NetBanking,Bank Declined,18,8,10,No,15,3258.6,0,No Action,Not Recovered
C13038,1851.71,UPI,Authentication Failure,20,7,13,No,34,1114.34,2,No Action,Not Recovered
C13039,3390.59,UPI,Technical Error,17,2,15,Yes,22,2740.3,0,No Action,Not Recovered
C13040,6517.35,Card,Technical Error,4,4,0,Yes,18,4365.11,0,Retry,Recovered
C13041,4535.22,UPI,Bank Declined,16,13,3,Yes,18,6299.77,1,Reminder,Not Recovered
C13042,2501.95,NetBanking,Insufficient Funds,5,4,1,Yes,34,3025.66,1,Payment Link,Recovered
C13043,4785.87,UPI,Temporary Failure,9,2,7,Yes,36,2885.71,3,No Action,Not Recovered
C13044,7085.02,UPI,Authentication Failure,2,0,2,No,18,5518.64,1,No Action,Not Recovered
C13045,775.96,UPI,Bank Declined,2,0,2,Yes,29,881.57,3,No Action,Not Recovered
C13046,10110.29,Card,Temporary Failure,4,3,1,Yes,12,9289.76,0,Retry,Recovered
C13047,3056.56,UPI,Temporary Failure,20,19,1,Yes,18,3868.0,1,Retry,Recovered
C13048,5621.99,Card,Technical Error,20,1,19,No,31,5643.85,1,No Action,Not Recovered
C13049,10423.8,NetBanking,Technical Error,17,6,11,Yes,15,11705.11,0,No Action,Recovered
C13050,1335.03,Wallet,Technical Error,20,0,20,Yes,30,1438.67,1,No Action,Not Recovered
C13051,2267.64,UPI,Bank Declined,19,17,2,Yes,36,2518.29,2,No Action,Not Recovered
C13052,3175.47,Card,Insufficient Funds,3,1,2,No,28,2489.82,1,Payment Link,Not Recovered
C13053,2136.76,Card,Insufficient Funds,5,5,0,Yes,15,1920.16,2,No Action,Recovered
C13054,16026.5,Wallet,Temporary Failure,10,6,4,Yes,33,10265.03,3,No Action,Recovered
C13055,2015.52,Wallet,Technical Error,6,3,3,No,2,2156.83,1,No Action,Not Recovered
C13056,2564.74,UPI,Temporary Failure,3,1,2,No,8,2481.15,1,No Action,Not Recovered
C13057,4710.55,Card,Bank Declined,17,10,7,No,33,5693.04,2,No Action,Not Recovered
C13058,1528.94,UPI,Bank Declined,10,5,5,No,35,1169.8,0,No Action,Not Recovered
C13059,2914.65,UPI,Bank Declined,12,12,0,Yes,18,2767.31,3,No Action,Not Recovered
C13060,5156.49,UPI,Authentication Failure,1,0,1,No,26,3839.5,3,No Action,Not Recovered
C13061,3064.87,Card,Temporary Failure,18,3,15,No,21,3344.34,2,No Action,Recovered
C13062,3712.05,Card,Technical Error,19,18,1,Yes,28,4745.57,0,Retry,Recovered
C13063,2619.09,UPI,Temporary Failure,20,12,8,No,20,3175.27,1,Reminder,Recovered
C13064,1190.91,Card,Temporary Failure,4,2,2,No,20,1614.11,0,No Action,Recovered
C13065,5173.6,UPI,Insufficient Funds,15,2,13,No,4,7126.02,0,Payment Link,Not Recovered
C13066,16284.94,Card,Temporary Failure,9,1,8,No,36,19828.98,2,No Action,Recovered
C13067,4059.32,UPI,Technical Error,6,3,3,No,34,3366.98,0,No Action,Recovered
C13068,4789.88,UPI,Bank Declined,12,8,4,No,13,3714.12,0,Reminder,Not Recovered
C13069,6962.04,UPI,Temporary Failure,18,7,11,Yes,31,6669.91,2,No Action,Not Recovered
C13070,1448.94,UPI,Temporary Failure,15,4,11,No,7,2021.43,0,No Action,Not Recovered
C13071,15616.16,Card,Bank Declined,19,13,6,Yes,17,14525.13,0,Reminder,Recovered
C13072,4702.8,UPI,Technical Error,9,8,1,Yes,12,3570.62,3,No Action,Recovered
C13073,14757.92,Card,Insufficient Funds,13,12,1,Yes,30,20003.98,2,No Action,Not Recovered
C13074,2225.25,UPI,Bank Declined,16,5,11,No,34,2022.16,2,No Action,Not Recovered
C13075,17128.5,Card,Technical Error,13,6,7,Yes,22,19744.35,2,No Action,Not Recovered
C13076,7436.64,NetBanking,Bank Declined,1,1,0,No,21,9150.95,0,Reminder,Recovered
C13077,6225.95,UPI,Temporary Failure,18,2,16,No,9,7935.13,3,No Action,Not Recovered
C13078,4823.57,Card,Bank Declined,3,1,2,No,12,6063.34,3,No Action,Not Recovered
C13079,3278.78,UPI,Bank Declined,17,9,8,No,17,4160.76,1,No Action,Not Recovered
C13080,10451.23,Card,Technical Error,5,1,4,No,16,11852.98,2,No Action,Not Recovered
C13081,4475.34,UPI,Bank Declined,6,0,6,No,5,4131.03,3,No Action,Not Recovered
C13082,829.14,Card,Authentication Failure,17,11,6,Yes,19,940.1,3,No Action,Not Recovered
C13083,1636.48,Card,Temporary Failure,17,7,10,No,28,2077.33,3,No Action,Not Recovered
C13084,3447.39,Wallet,Authentication Failure,1,1,0,No,17,3035.48,2,No Action,Not Recovered
C13085,5125.84,Card,Bank Declined,7,0,7,No,22,4291.39,0,No Action,Not Recovered
C13086,3822.95,Card,Bank Declined,16,16,0,No,35,3344.95,1,Reminder,Recovered
